#First case with k = 0.1 and B = 11.0
#u              v              
-2.339329       -1.576514      
-2.355094       -1.427740      
-2.369371       -1.275637      
-2.382128       -1.120443      
-2.393332       -0.962404      
-2.402956       -0.801782      
-2.410974       -0.638847      
-2.417362       -0.473883      
-2.422101       -0.307176      
-2.425173       -0.139023      
-2.426563       0.030277       
-2.426260       0.200421       
-2.424256       0.371105       
-2.420545       0.542027       
-2.415125       0.712885       
-2.407996       0.883384       
-2.399162       1.053234       
-2.388630       1.222151       
-2.376408       1.389864       
-2.362510       1.556110       
-2.346949       1.720640       
-2.329742       1.883218       
-2.310910       2.043622       
-2.290474       2.201648       
-2.268457       2.357107       
-2.244886       2.509828       
-2.219788       2.659659       
-2.193191       2.806466       
-2.165127       2.950134       
-2.135625       3.090567       
-2.104720       3.227689       
-2.072443       3.361442       
-2.038828       3.491788       
-2.003911       3.618705       
-1.967723       3.742192       
-1.930302       3.862264       
-1.891679       3.978951       
-1.851889       4.092301       
-1.810966       4.202376       
-1.768943       4.309253       
-1.725850       4.413021       
-1.681720       4.513782       
-1.636582       4.611649       
-1.590466       4.706743       
-1.543398       4.799198       
-1.495406       4.889153       
-1.446515       4.976754       
-1.396747       5.062154       
-1.346126       5.145509       
-1.294670       5.226980       
-1.242401       5.306731       
-1.189333       5.384927       
-1.135484       5.461733       
-1.080867       5.537314       
-1.025494       5.611834       
-0.969375       5.685456       
-0.912521       5.758337       
-0.854937       5.830633       
-0.796631       5.902493       
-0.737606       5.974060       
-0.677865       6.045474       
-0.617411       6.116862       
-0.556242       6.188346       
-0.494359       6.260039       
-0.431758       6.332041       
-0.368438       6.404444       
-0.304393       6.477326       
-0.239620       6.550752       
-0.174113       6.624773       
-0.107865       6.699425       
-0.040871       6.774728       
0.026877        6.850684       
0.095383        6.927276       
0.164656        7.004468       
0.234701        7.082203       
0.305523        7.160399       
0.377127        7.238953       
0.449516        7.317735       
0.522694        7.396588       
0.596660        7.475327       
0.671413        7.553737       
0.746950        7.631570       
0.823266        7.708548       
0.900351        7.784356       
0.978195        7.858642       
1.056781        7.931019       
1.136092        8.001060       
1.216102        8.068298       
1.296785        8.132225       
1.378107        8.192293       
1.460030        8.247911       
1.542510        8.298446       
1.625494        8.343224       
1.708926        8.381531       
1.792742        8.412611       
1.876868        8.435676       
1.961224        8.449898       
2.045723        8.454422       
2.130268        8.448366       
2.214751        8.430825       
2.299060        8.400880       
2.383068        8.357604       
2.466644        8.300070       
2.549645        8.227361       
2.631919        8.138579       
2.713304        8.032858       
2.793633        7.909373       
2.872727        7.767356       
2.950400        7.606108       
3.026461        7.425013       
3.100712        7.223554       
3.172947        7.001322       
3.242960        6.758037       
3.310541        6.493556       
3.375476        6.207886       
3.437555        5.901200       
3.496567        5.573837       
3.552305        5.226317       
3.604569        4.859345       
3.653162        4.473808       
3.697900        4.070781       
3.738608        3.651517       
3.775123        3.217445       
3.807298        2.770157       
3.834999        2.311395       
3.858113        1.843034       
3.876543        1.367062       
3.890214        0.885562       
3.899070        0.400683       
3.903077        -0.085382      
3.902223        -0.570423      
3.896518        -1.052241      
3.885996        -1.528671      
3.870709        -1.997612      
3.850733        -2.457047      
3.826163        -2.905070      
3.797112        -3.339901      
3.763713        -3.759906      
3.726114        -4.163612      
3.684478        -4.549716      
3.638981        -4.917095      
3.589810        -5.264808      
3.537162        -5.592101      
3.481241        -5.898402      
3.422257        -6.183319      
3.360423        -6.446632      
3.295957        -6.688287      
3.229074        -6.908382      
3.159990        -7.107156      
3.088919        -7.284976      
3.016069        -7.442326      
2.941646        -7.579788      
2.865848        -7.698033      
2.788868        -7.797801      
2.710890        -7.879895      
2.632091        -7.945160      
2.552639        -7.994479      
2.472694        -8.028753      
2.392407        -8.048899      
2.311918        -8.055834      
2.231359        -8.050471      
2.150855        -8.033709      
2.070518        -8.006428      
1.990453        -7.969483      
1.910759        -7.923703      
1.831522        -7.869879      
1.752823        -7.808770      
1.674735        -7.741098      
1.597324        -7.667543      
1.520649        -7.588748      
1.444761        -7.505315      
1.369708        -7.417804      
1.295530        -7.326738      
1.222263        -7.232598      
1.149937        -7.135830      
1.078578        -7.036841      
1.008210        -6.936004      
0.938850        -6.833656      
0.870513        -6.730105      
0.803212        -6.625625      
0.736956        -6.520464      
0.671751        -6.414840      
0.607603        -6.308947      
0.544513        -6.202954      
0.482484        -6.097011      
0.421514        -5.991243      
0.361601        -5.885759      
0.302744        -5.780648      
0.244937        -5.675987      
0.188177        -5.571833      
0.132459        -5.468234      
0.077777        -5.365224      
0.024125        -5.262825      
-0.028504       -5.161052      
-0.080114       -5.059907      
-0.130713       -4.959389      
-0.180307       -4.859487      
-0.228902       -4.760185      
-0.276504       -4.661461      
-0.323119       -4.563290      
-0.368751       -4.465643      
-0.413408       -4.368487      
-0.457093       -4.271787      
-0.499811       -4.175507      
-0.541566       -4.079610      
-0.582362       -3.984057      
-0.622202       -3.888810      
-0.661090       -3.793831      
-0.699029       -3.699081      
-0.736020       -3.604526      
-0.772065       -3.510129      
-0.807166       -3.415858      
-0.841325       -3.321681      
-0.874541       -3.227569      
-0.906817       -3.133497      
-0.938152       -3.039440      
-0.968547       -2.945378      
-0.998000       -2.851294      
-1.026513       -2.757174      
-1.054085       -2.663006      
-1.080715       -2.568785      
-1.106403       -2.474506      
-1.131148       -2.380171      
-1.154950       -2.285782      
-1.177808       -2.191348      
-1.199721       -2.096880      
-1.220690       -2.002393      
-1.240714       -1.907907      
-1.259793       -1.813444      
-1.277927       -1.719030      
-1.295118       -1.624694      
-1.311364       -1.530469      
-1.326669       -1.436391      
-1.341033       -1.342499      
-1.354458       -1.248835      
-1.366946       -1.155443      
-1.378501       -1.062369      
-1.389125       -0.969664      
-1.398821       -0.877378      
-1.407595       -0.785565      
-1.415451       -0.694278      
-1.422393       -0.603574      
-1.428429       -0.513510      
-1.433564       -0.424143      
-1.437806       -0.335532      
-1.441161       -0.247735      
-1.443638       -0.160813      
-1.445246       -0.074822      
-1.445995       0.010177       
-1.445893       0.094128       
-1.444952       0.176974       
-1.443182       0.258658       
-1.440595       0.339126       
-1.437204       0.418326       
-1.433021       0.496204       
-1.428059       0.572712       
-1.422332       0.647802       
-1.415854       0.721428       
-1.408639       0.793547       
-1.400704       0.864117       
-1.392063       0.933101       
-1.382732       1.000461       
-1.372727       1.066165       
-1.362065       1.130182       
-1.350764       1.192484       
-1.338839       1.253045       
-1.326308       1.311843       
-1.313190       1.368858       
-1.299501       1.424073       
-1.285261       1.477474       
-1.270486       1.529048       
-1.255195       1.578786       
-1.239407       1.626683       
-1.223141       1.672733       
-1.206413       1.716935       
-1.189244       1.759290       
-1.171651       1.799799       
-1.153653       1.838469       
-1.135268       1.875305       
-1.116515       1.910317       
-1.097412       1.943515       
-1.077977       1.974910       
-1.058228       2.004517       
-1.038183       2.032351       
-1.017859       2.058427       
-0.997275       2.082764       
-0.976447       2.105379       
-0.955394       2.126292       
-0.934131       2.145524       
-0.912675       2.163095       
-0.891044       2.179027       
-0.869254       2.193341       
-0.847321       2.206060       
-0.825260       2.217207       
-0.803088       2.226804       
-0.780820       2.234874       
-0.758471       2.241440       
-0.736057       2.246525       
-0.713592       2.250150       
-0.691090       2.252340       
-0.668567       2.253114       
-0.646036       2.252496       
-0.623511       2.250507       
-0.601006       2.247166       
-0.578534       2.242495       
-0.556109       2.236514       
-0.533744       2.229240       
-0.511451       2.220694       
-0.489244       2.210892       
-0.467136       2.199853       
-0.445137       2.187592       
-0.423261       2.174125       
-0.401520       2.159469       
-0.379925       2.143636       
-0.358489       2.126642       
-0.337222       2.108499       
-0.316137       2.089220       
-0.295245       2.068816       
-0.274557       2.047299       
-0.254084       2.024679       
-0.233837       2.000967       
-0.213828       1.976171       
-0.194066       1.950300       
-0.174563       1.923364       
-0.155329       1.895368       
-0.136376       1.866321       
-0.117712       1.836230       
-0.099350       1.805100       
-0.081299       1.772939       
-0.063570       1.739751       
-0.046172       1.705542       
-0.029117       1.670317       
-0.012414       1.634081       
0.003927        1.596839       
0.019896        1.558595       
0.035482        1.519353       
0.050675        1.479119       
0.065466        1.437895       
0.079845        1.395687       
0.093802        1.352498       
0.107327        1.308333       
0.120410        1.263196       
0.133042        1.217091       
0.145213        1.170023       
0.156914        1.121996       
0.168134        1.073015       
0.178864        1.023085       
0.189094        0.972211       
0.198817        0.920399       
0.208021        0.867654       
0.216697        0.813982       
0.224837        0.759389       
0.232431        0.703880       
0.239470        0.647464       
0.245944        0.590146       
0.251846        0.531934       
0.257165        0.472834       
0.261893        0.412855       
0.266022        0.352003       
0.269542        0.290288       
0.272445        0.227717       
0.274722        0.164298       
0.276365        0.100040       
0.277365        0.034952       
0.277715        -0.030957      
0.277405        -0.097680      
0.276429        -0.165205      
0.274777        -0.233526      
0.272441        -0.302631      
0.269415        -0.372514      
0.265690        -0.443163      
0.261258        -0.514570      
0.256112        -0.586727      
0.250245        -0.659624      
0.243649        -0.733252      
0.236316        -0.807602      
0.228240        -0.882667      
0.219414        -0.958437      
0.209829        -1.034904      
0.199480        -1.112060      
0.188360        -1.189897      
0.176461        -1.268407      
0.163777        -1.347582      
0.150301        -1.427415      
0.136027        -1.507898      
0.120948        -1.589023      
0.105058        -1.670783      
0.088350        -1.753170      
0.070818        -1.836177      
0.052456        -1.919796      
0.033258        -2.004018      
0.013218        -2.088836      
-0.007670       -2.174239      
-0.029413       -2.260220      
-0.052015       -2.346767      
-0.075483       -2.433869      
-0.099821       -2.521514      
-0.125036       -2.609689      
-0.151133       -2.698377      
-0.178117       -2.787564      
-0.205993       -2.877230      
-0.234765       -2.967354      
-0.264438       -3.057914      
-0.295018       -3.148882      
-0.326506       -3.240230      
-0.358909       -3.331924      
-0.392228       -3.423929      
-0.426467       -3.516203      
-0.461629       -3.608700      
-0.497716       -3.701370      
-0.534730       -3.794155      
-0.572672       -3.886992      
-0.611541       -3.979812      
-0.651340       -4.072538      
-0.692065       -4.165084      
-0.733716       -4.257357      
-0.776289       -4.349255      
-0.819782       -4.440664      
-0.864189       -4.531461      
-0.909503       -4.621512      
-0.955718       -4.710671      
-1.002825       -4.798780      
-1.050813       -4.885666      
-1.099669       -4.971143      
-1.149381       -5.055011      
-1.199931       -5.137055      
-1.251302       -5.217044      
-1.303472       -5.294730      
-1.356419       -5.369849      
-1.410118       -5.442121      
-1.464539       -5.511248      
-1.519651       -5.576913      
-1.575421       -5.638784      
-1.631808       -5.696510      
-1.688774       -5.749725      
-1.746271       -5.798045      
-1.804251       -5.841069      
-1.862662       -5.878385      
-1.921446       -5.909565      
-1.980541       -5.934168      
-2.039883       -5.951744      
-2.099401       -5.961837      
-2.159019       -5.963981      
-2.218659       -5.957711      
-2.278236       -5.942560      
-2.337661       -5.918066      
-2.396842       -5.883774      
-2.455680       -5.839241      
-2.514072       -5.784042      
-2.571913       -5.717771      
-2.629090       -5.640049      
-2.685491       -5.550529      
-2.740996       -5.448902      
-2.795485       -5.334901      
-2.848834       -5.208305      
-2.900917       -5.068951      
-2.951607       -4.916731      
-3.000774       -4.751606      
-3.048290       -4.573600      
-3.094026       -4.382816      
-3.137854       -4.179430      
-3.179649       -3.963700      
-3.219286       -3.735965      
-3.256645       -3.496647      
-3.291612       -3.246253      
-3.324074       -2.985373      
-3.353928       -2.714676      
-3.381075       -2.434911      
-3.405424       -2.146901      
-3.426893       -1.851538      
-3.445408       -1.549776      
-3.460906       -1.242624      
-3.473332       -0.931141      
-3.482644       -0.616422      
-3.488808       -0.299591      
-3.491804       0.018208       
-3.491622       0.335824       
-3.488263       0.652107       
-3.481742       0.965920       
-3.472083       1.276150       
-3.459322       1.581716       
-3.443504       1.881578       
-3.424689       2.174750       
-3.402941       2.460300       
-3.378338       2.737367       
-3.350965       3.005157       
-3.320913       3.262955       
-3.288283       3.510124       
-3.253182       3.746109       
-3.215721       3.970441       
-3.176017       4.182732       
-3.134189       4.382680       
-3.090363       4.570063       
-3.044662       4.744739       
-2.997215       4.906641       
-2.948148       5.055776       
-2.897590       5.192214       
-2.845668       5.316094       
-2.792507       5.427606       
-2.738231       5.526998       
-2.682961       5.614559       
-2.626816       5.690622       
-2.569909       5.755556       
-2.512354       5.809756       
-2.454256       5.853646       
-2.395720       5.887666       
-2.336843       5.912274       
-2.277720       5.927935       
-2.218441       5.935124       
-2.159090       5.934315       
-2.099747       5.925985       
-2.040487       5.910604       
-1.981381       5.888636       
-1.922494       5.860537       
-1.863889       5.826752       
-1.805622       5.787714       
-1.747744       5.743839       
-1.690306       5.695531       
-1.633351       5.643177       
-1.576919       5.587147       
-1.521047       5.527793       
-1.465770       5.465451       
-1.411115       5.400439       
-1.357111       5.333057       
-1.303780       5.263587       
-1.251144       5.192296       
-1.199221       5.119433       
-1.148027       5.045230       
-1.097575       4.969905       
-1.047876       4.893659       
-0.998939       4.816680       
-0.950772       4.739141       
-0.903381       4.661203       
-0.856769       4.583012       
-0.810939       4.504704       
-0.765892       4.426402       
-0.721628       4.348221       
-0.678145       4.270263       
-0.635443       4.192622       
-0.593517       4.115384       
-0.552363       4.038624       
-0.511976       3.962413       
-0.472352       3.886811       
-0.433484       3.811875       
-0.395365       3.737654       
-0.357989       3.664191       
-0.321347       3.591525       
-0.285432       3.519690       
-0.250235       3.448715       
-0.215748       3.378626       
-0.181961       3.309445       
-0.148867       3.241190       
-0.116455       3.173877       
-0.084716       3.107518       
-0.053641       3.042125       
-0.023220       2.977706       
0.006557        2.914267       
0.035700        2.851812       
0.064218        2.790346       
0.092121        2.729870       
0.119420        2.670385       
0.146124        2.611890       
0.172243        2.554385       
0.197787        2.497867       
0.222765        2.442334       
0.247189        2.387783       
0.271067        2.334211       
0.294409        2.281613       
0.317225        2.229987       
0.339525        2.179327       
0.361318        2.129629       
0.382614        2.080889       
0.403423        2.033102       
0.423754        1.986265       
0.443617        1.940373       
0.463021        1.895421       
0.481975        1.851406       
0.500489        1.808324       
0.518572        1.766171       
0.536234        1.724943       
0.553483        1.684638       
0.570330        1.645251       
0.586782        1.606780       
0.602850        1.569222       
0.618542        1.532575       
0.633868        1.496836       
0.648836        1.462003       
0.663456        1.428074       
0.677737        1.395047       
0.691687        1.362921       
0.705317        1.331694       
0.718634        1.301366       
0.731647        1.271934       
0.744367        1.243398       
0.756801        1.215756       
0.768958        1.189009       
0.780848        1.163156       
0.792480        1.138195       
0.803862        1.114126       
0.815003        1.090948       
0.825912        1.068662       
0.836599        1.047266       
0.847072        1.026760       
0.857339        1.007143       
0.867411        0.988415       
0.877295        0.970575       
0.887001        0.953622       
0.896537        0.937555       
0.905912        0.922373       
0.915136        0.908076       
0.924217        0.894661       
0.933164        0.882127       
0.941985        0.870472       
0.950690        0.859695       
0.959287        0.849794       
0.967784        0.840766       
0.976192        0.832609       
0.984518        0.825319       
0.992771        0.818894       
1.000960        0.813330       
1.009094        0.808624       
1.017180        0.804771       
1.025228        0.801768       
1.033245        0.799609       
1.041241        0.798289       
1.049224        0.797803       
1.057202        0.798145       
1.065184        0.799309       
1.073177        0.801287       
1.081190        0.804074       
1.089230        0.807661       
1.097307        0.812040       
1.105427        0.817203       
1.113599        0.823140       
1.121831        0.829842       
1.130129        0.837300       
1.138502        0.845502       
1.146957        0.854437       
1.155502        0.864094       
1.164143        0.874460       
1.172887        0.885523       
1.181742        0.897268       
1.190715        0.909683       
1.199812        0.922751       
1.209039        0.936457       
1.218404        0.950786       
1.227912        0.965721       
1.237569        0.981243       
1.247382        0.997335       
1.257355        1.013977       
1.267495        1.031150       
1.277806        1.048833       
1.288295        1.067005       
1.298965        1.085643       
1.309821        1.104725       
1.320868        1.124226       
1.332110        1.144121       
1.343552        1.164385       
1.355196        1.184992       
1.367045        1.205913       
1.379105        1.227120       
1.391376        1.248583       
1.403862        1.270273       
1.416564        1.292157       
1.429486        1.314203       
1.442628        1.336378       
1.455992        1.358647       
1.469578        1.380974       
1.483388        1.403324       
1.497421        1.425657       
1.511678        1.447936       
1.526157        1.470121       
1.540858        1.492171       
1.555780        1.514044       
1.570920        1.535696       
1.586277        1.557086       
1.601848        1.578166       
1.617630        1.598892       
1.633619        1.619216       
1.649811        1.639091       
1.666202        1.658468       
1.682787        1.677298       
1.699560        1.695529       
1.716515        1.713112       
1.733646        1.729994       
1.750946        1.746122       
1.768407        1.761445       
1.786022        1.775908       
1.803781        1.789457       
1.821675        1.802039       
1.839696        1.813599       
1.857832        1.824083       
1.876072        1.833436       
1.894407        1.841605       
1.912823        1.848535       
1.931308        1.854173       
1.949850        1.858468       
1.968435        1.861365       
1.987048        1.862816       
2.005676        1.862769       
2.024304        1.861178       
2.042916        1.857993       
2.061496        1.853171       
2.080028        1.846669       
2.098494        1.838444       
2.116879        1.828458       
2.135163        1.816676       
2.153330        1.803063       
2.171361        1.787589       
2.189237        1.770228       
2.206939        1.750955       
2.224448        1.729751       
2.241746        1.706600       
2.258812        1.681489       
2.275627        1.654410       
2.292171        1.625362       
2.308425        1.594344       
2.324368        1.561364       
2.339982        1.526433       
2.355246        1.489566       
2.370142        1.450787       
2.384649        1.410121       
2.398751        1.367601       
2.412427        1.323264       
2.425659        1.277155       
2.438431        1.229322       
2.450724        1.179819       
2.462522        1.128705       
2.473809        1.076046       
2.484570        1.021912       
2.494789        0.966377       
2.504453        0.909524       
2.513548        0.851435       
2.522062        0.792201       
2.529984        0.731916       
2.537303        0.670677       
2.544010        0.608585       
2.550096        0.545746       
2.555554        0.482267       
2.560376        0.418260       
2.564559        0.353836       
2.568097        0.289110       
2.570988        0.224200       
2.573230        0.159221       
2.574822        0.094292       
2.575765        0.029532       
2.576061        -0.034942      
2.575711        -0.099012      
2.574721        -0.162562      
2.573096        -0.225477      
2.570841        -0.287644      
2.567964        -0.348952      
2.564475        -0.409293      
2.560382        -0.468563      
2.555696        -0.526659      
2.550430        -0.583483      
2.544595        -0.638942      
2.538205        -0.692945      
2.531276        -0.745408      
2.523822        -0.796249      
2.515859        -0.845394      
2.507405        -0.892771      
2.498478        -0.938316      
2.489095        -0.981968      
2.479275        -1.023673      
2.469038        -1.063382      
2.458404        -1.101052      
2.447394        -1.136643      
2.436027        -1.170125      
2.424326        -1.201470      
2.412311        -1.230656      
2.400005        -1.257666      
2.387428        -1.282490      
2.374603        -1.305122      
2.361552        -1.325560      
2.348296        -1.343807      
2.334858        -1.359873      
2.321260        -1.373768      
2.307522        -1.385511      
2.293667        -1.395121      
2.279716        -1.402624      
2.265689        -1.408047      
2.251609        -1.411422      
2.237495        -1.412783      
2.223367        -1.412169      
2.209245        -1.409619      
2.195149        -1.405177      
2.181097        -1.398889      
2.167108        -1.390800      
2.153200        -1.380961      
2.139391        -1.369423      
2.125697        -1.356238      
2.112134        -1.341460      
2.098720        -1.325146      
2.085468        -1.307349      
2.072395        -1.288129      
2.059513        -1.267543      
2.046838        -1.245648      
2.034381        -1.222505      
2.022156        -1.198172      
2.010175        -1.172708      
1.998448        -1.146174      
1.986986        -1.118628      
1.975800        -1.090130      
1.964898        -1.060739      
1.954291        -1.030514      
1.943986        -0.999514      
1.933991        -0.967798      
1.924313        -0.935422      
1.914958        -0.902445      
1.905934        -0.868923      
1.897245        -0.834912      
1.888896        -0.800469      
1.880891        -0.765647      
1.873234        -0.730502      
1.865929        -0.695087      
1.858979        -0.659454      
1.852384        -0.623657      
1.846147        -0.587746      
1.840270        -0.551772      
1.834752        -0.515786      
1.829594        -0.479836      
1.824796        -0.443971      
1.820356        -0.408238      
1.816274        -0.372686      
1.812547        -0.337358      
1.809173        -0.302302      
1.806150        -0.267562      
1.803475        -0.233181      
1.801143        -0.199203      
1.799151        -0.165671      
1.797494        -0.132625      
1.796168        -0.100107      
1.795167        -0.068157      
1.794485        -0.036814      
1.794117        -0.006117      
1.794056        0.023896       
1.794295        0.053189       
1.794827        0.081724       
1.795644        0.109467       
1.796739        0.136383       
1.798103        0.162437       
1.799727        0.187597       
1.801603        0.211831       
1.803721        0.235107       
1.806072        0.257394       
1.808646        0.278663       
1.811433        0.298885       
1.814422        0.318033       
1.817602        0.336080       
1.820963        0.352999       
1.824493        0.368767       
1.828181        0.383358       
1.832014        0.396752       
1.835982        0.408926       
1.840071        0.419860       
1.844270        0.429535       
1.848565        0.437933       
1.852944        0.445037       
1.857395        0.450832       
1.861903        0.455305       
1.866456        0.458441       
1.871040        0.460231       
1.875643        0.460665       
1.880249        0.459735       
1.884847        0.457433       
1.889421        0.453755       
1.893959        0.448697       
1.898446        0.442258       
1.902868        0.434438       
1.907213        0.425237       
1.911465        0.414659       
1.915611        0.402710       
1.919639        0.389395       
1.923533        0.374724       
1.927280        0.358706       
1.930867        0.341354       
1.934280        0.322682       
1.937507        0.302704       
1.940534        0.281439       
1.943349        0.258906       
1.945938        0.235125       
1.948289        0.210118       
1.950390        0.183911       
1.952229        0.156529       
1.953795        0.127999       
1.955075        0.098351       
1.956058        0.067614       
1.956734        0.035821       
1.957092        0.003005       
1.957122        -0.030800      
1.956814        -0.065558      
1.956159        -0.101231      
1.955147        -0.137784      
1.953769        -0.175175      
1.952017        -0.213366      
1.949883        -0.252317      
1.947360        -0.291986      
1.944440        -0.332331      
1.941117        -0.373312      
1.937384        -0.414884      
1.933235        -0.457007      
1.928665        -0.499637      
1.923669        -0.542731      
1.918241        -0.586248      
1.912379        -0.630145      
1.906077        -0.674380      
1.899334        -0.718912      
1.892144        -0.763701      
1.884507        -0.808707      
1.876420        -0.853890      
1.867881        -0.899213      
1.858889        -0.944638      
1.849443        -0.990129      
1.839542        -1.035653      
1.829185        -1.081175      
1.818373        -1.126663      
1.807107        -1.172088      
1.795386        -1.217419      
1.783212        -1.262631      
1.770585        -1.307697      
1.757508        -1.352594      
1.743982        -1.397300      
1.730009        -1.441795      
1.715591        -1.486059      
1.700731        -1.530078      
1.685430        -1.573837      
1.669692        -1.617323      
1.653518        -1.660526      
1.636913        -1.703437      
1.619879        -1.746050      
1.602418        -1.788360      
1.584535        -1.830366      
1.566231        -1.872065      
1.547510        -1.913460      
1.528376        -1.954554      
1.508830        -1.995352      
1.488877        -2.035860      
1.468518        -2.076088      
1.447757        -2.116046      
1.426597        -2.155746      
1.405039        -2.195201      
1.383087        -2.234428      
1.360743        -2.273442      
1.338009        -2.312264      
1.314886        -2.350911      
1.291377        -2.389406      
1.267483        -2.427771      
1.243205        -2.466030      
1.218545        -2.504208      
1.193503        -2.542330      
1.168079        -2.580423      
1.142275        -2.618516      
1.116090        -2.656637      
1.089524        -2.694817      
1.062576        -2.733084      
1.035245        -2.771471      
1.007530        -2.810009      
0.979430        -2.848730      
0.950943        -2.887666      
0.922066        -2.926851      
0.892797        -2.966317      
0.863134        -3.006097      
0.833073        -3.046226      
0.802611        -3.086735      
0.771744        -3.127660      
0.740467        -3.169032      
0.708777        -3.210884      
0.676668        -3.253249      
0.644135        -3.296158      
0.611174        -3.339643      
0.577777        -3.383734      
0.543940        -3.428460      
0.509656        -3.473851      
0.474917        -3.519934      
0.439718        -3.566734      
0.404050        -3.614277      
0.367908        -3.662586      
0.331282        -3.711682      
0.294165        -3.761585      
0.256549        -3.812311      
0.218426        -3.863875      
0.179787        -3.916290      
0.140624        -3.969565      
0.100929        -4.023706      
0.060692        -4.078716      
0.019904        -4.134595      
-0.021442       -4.191336      
-0.063355       -4.248931      
-0.105844       -4.307366      
-0.148918       -4.366623      
-0.192584       -4.426676      
-0.236851       -4.487495      
-0.281726       -4.549044      
-0.327216       -4.611280      
-0.373329       -4.674151      
-0.420071       -4.737600      
-0.467447       -4.801560      
-0.515462       -4.865955      
-0.564122       -4.930699      
-0.613429       -4.995700      
-0.663386       -5.060850      
-0.713994       -5.126033      
-0.765255       -5.191121      
-0.817166       -5.255972      
-0.869725       -5.320432      
-0.922930       -5.384334      
-0.976773       -5.447494      
-1.031248       -5.509718      
-1.086345       -5.570790      
-1.142053       -5.630484      
-1.198358       -5.688553      
-1.255244       -5.744737      
-1.312691       -5.798756      
-1.370678       -5.850314      
-1.429182       -5.899097      
-1.488173       -5.944772      
-1.547620       -5.986993      
-1.607490       -6.025391      
-1.667744       -6.059586      
-1.728340       -6.089178      
-1.789232       -6.113754      
-1.850369       -6.132887      
-1.911698       -6.146139      
-1.973160       -6.153058      
-2.034690       -6.153186      
-2.096222       -6.146059      
-2.157683       -6.131209      
-2.218995       -6.108167      
-2.280076       -6.076467      
-2.340841       -6.035651      
-2.401198       -5.985270      
-2.461050       -5.924892      
-2.520299       -5.854102      
-2.578840       -5.772513      
-2.636565       -5.679765      
-2.693363       -5.575534      
-2.749118       -5.459538      
-2.803714       -5.331540      
-2.857029       -5.191353      
-2.908943       -5.038850      
-2.959331       -4.873962      
-3.008071       -4.696689      
-3.055038       -4.507103      
-3.100109       -4.305347      
-3.143162       -4.091644      
-3.184079       -3.866297      
-3.222742       -3.629690      
-3.259038       -3.382289      
-3.292861       -3.124644      
-3.324108       -2.857382      
-3.352682       -2.581211      
-3.378494       -2.296910      
-3.401463       -2.005331      
-3.421516       -1.707386      
-3.438590       -1.404049      
-3.452630       -1.096338      
-3.463594       -0.785316      
-3.471447       -0.472075      
-3.476168       -0.157731      
-3.477745       0.156589       
-3.476179       0.469754       
-3.471482       0.780646       
-3.463675       1.088160       
-3.452794       1.391223       
-3.438881       1.688799       
-3.421993       1.979898       
-3.402194       2.263583       
-3.379558       2.538980       
-3.354169       2.805282       
-3.326116       3.061754       
-3.295498       3.307738       
-3.262421       3.542653       
-3.226994       3.766002       
-3.189334       3.977369       
-3.149561       4.176418       
-3.107797       4.362894       
-3.064168       4.536620       
-3.018801       4.697496       
-2.971826       4.845490       
-2.923372       4.980641       
-2.873565       5.103050       
-2.822535       5.212874       
-2.770406       5.310327       
-2.717303       5.395666       
-2.663346       5.469194       
-2.608654       5.531247       
-2.553342       5.582196       
-2.497520       5.622435       
-2.441295       5.652382       
-2.384771       5.672470       
-2.328047       5.683143       
-2.271215       5.684856       
-2.214367       5.678065       
-2.157586       5.663230       
-2.100954       5.640806       
-2.044546       5.611244       
-1.988433       5.574988       
-1.932683       5.532471       
-1.877359       5.484117       
-1.822517       5.430334       
-1.768214       5.371518       
-1.714499       5.308050       
-1.661418       5.240295       
-1.609016       5.168602       
-1.557330       5.093302       
-1.506396       5.014710       
-1.456249       4.933126       
-1.406918       4.848831       
-1.358430       4.762090       
-1.310809       4.673153       
-1.264077       4.582254       
-1.218255       4.489612       
-1.173359       4.395430       
-1.129404       4.299898       
-1.086405       4.203194       
-1.044374       4.105481       
-1.003319       4.006910       
-0.963250       3.907623       
-0.924173       3.807747       
-0.886096       3.707404       
-0.849022       3.606701       
-0.812955       3.505739       
-0.777897       3.404612       
-0.743851       3.303403       
-0.710817       3.202189       
-0.678795       3.101042       
-0.647785       3.000026       
-0.617785       2.899200       
-0.588793       2.798617       
-0.560807       2.698327       
-0.533823       2.598373       
-0.507840       2.498797       
-0.482852       2.399635       
-0.458855       2.300922       
-0.435846       2.202687       
-0.413819       2.104959       
-0.392770       2.007764       
-0.372692       1.911125       
-0.353581       1.815064       
-0.335430       1.719600       
-0.318234       1.624753       
-0.301986       1.530538       
-0.286681       1.436972       
-0.272311       1.344069       
-0.258871       1.251843       
-0.246352       1.160307       
-0.234749       1.069473       
-0.224054       0.979353       
-0.214261       0.889958       
-0.205361       0.801298       
-0.197348       0.713383       
-0.190215       0.626222       
-0.183952       0.539826       
-0.178554       0.454204       
-0.174012       0.369363       
-0.170318       0.285314       
-0.167465       0.202063       
-0.165445       0.119620       
-0.164248       0.037992       
-0.163869       -0.042812      
-0.164297       -0.122784      
-0.165524       -0.201917      
-0.167544       -0.280203      
-0.170346       -0.357635      
-0.173922       -0.434203      
-0.178264       -0.509902      
-0.183363       -0.584722      
-0.189210       -0.658657      
-0.195797       -0.731699      
-0.203114       -0.803839      
-0.211152       -0.875070      
